"Date"	"Lineage"	"Frequency"	"% Frequency"
2024-06-24	"KP.1.1.3"	26	"2%"
2024-06-24	"KP.2"	47	"4%"
2024-06-24	"KP.2.2"	40	"4%"
2024-06-24	"KP.2.3"	48	"5%"
2024-06-24	"KP.3"	63	"6%"
2024-06-24	"KP.3.1"	98	"9%"
2024-06-24	"KP.3.1.1"	53	"5%"
2024-06-24	"KP.3.1.4"	34	"3%"
2024-06-24	"KP.3.2"	78	"7%"
2024-06-24	"KP.3.2.3"	68	"6%"
2024-06-24	"KP.3.3"	52	"5%"
2024-06-24	"KP.3.3.1"	12	"1%"
2024-06-24	"KP.3.3.2"	3	"0%"
2024-06-24	"LB.1"	109	"10%"
2024-06-24	"LB.1.3"	12	"1%"
2024-06-24	"LB.1.3.1"	4	"0%"
2024-06-24	"LB.1.7"	9	"1%"
2024-06-24	"MC.1"	0	"0%"
2024-06-24	"MC.10"	11	"1%"
2024-06-24	"MC.11"	0	"0%"
2024-06-24	"MC.13"	0	"0%"
2024-06-24	"MC.16"	0	"0%"
2024-06-24	"MC.6"	1	"0%"
2024-06-24	"MC.9"	0	"0%"
2024-06-24	"other lineages"	295	"28%"
2024-06-24	"XEC"	0	"0%"
2024-07-01	"KP.1.1.3"	20	"2%"
2024-07-01	"KP.2"	37	"4%"
2024-07-01	"KP.2.2"	18	"2%"
2024-07-01	"KP.2.3"	63	"6%"
2024-07-01	"KP.3"	79	"8%"
2024-07-01	"KP.3.1"	86	"8%"
2024-07-01	"KP.3.1.1"	95	"9%"
2024-07-01	"KP.3.1.4"	42	"4%"
2024-07-01	"KP.3.2"	55	"5%"
2024-07-01	"KP.3.2.3"	62	"6%"
2024-07-01	"KP.3.3"	49	"5%"
2024-07-01	"KP.3.3.1"	13	"1%"
2024-07-01	"KP.3.3.2"	7	"1%"
2024-07-01	"LB.1"	99	"9%"
2024-07-01	"LB.1.3"	10	"1%"
2024-07-01	"LB.1.3.1"	1	"0%"
2024-07-01	"LB.1.7"	5	"0%"
2024-07-01	"MC.1"	1	"0%"
2024-07-01	"MC.10"	1	"0%"
2024-07-01	"MC.11"	3	"0%"
2024-07-01	"MC.13"	7	"1%"
2024-07-01	"MC.16"	7	"1%"
2024-07-01	"MC.6"	2	"0%"
2024-07-01	"MC.9"	0	"0%"
2024-07-01	"other lineages"	282	"27%"
2024-07-01	"XEC"	0	"0%"
2024-07-08	"KP.1.1.3"	16	"2%"
2024-07-08	"KP.2"	32	"3%"
2024-07-08	"KP.2.2"	43	"4%"
2024-07-08	"KP.2.3"	75	"7%"
2024-07-08	"KP.3"	66	"6%"
2024-07-08	"KP.3.1"	72	"7%"
2024-07-08	"KP.3.1.1"	94	"9%"
2024-07-08	"KP.3.1.4"	43	"4%"
2024-07-08	"KP.3.2"	58	"6%"
