"Date"	"Lineage"	"Frequency"	"% Frequency"
2022-04-18	"BA.5.2"	0	"0%"
2022-04-18	"BA.5.2.1"	0	"0%"
2022-04-18	"BA.5.2.13"	0	"0%"
2022-04-18	"BA.5.2.20"	0	"0%"
2022-04-18	"BA.5.2.21"	0	"0%"
2022-04-18	"BA.5.2.22"	0	"0%"
2022-04-18	"BA.5.2.9"	0	"0%"
2022-04-18	"BF.10"	0	"0%"
2022-04-18	"BF.11"	0	"0%"
2022-04-18	"BF.26"	0	"0%"
2022-04-18	"BF.27"	0	"0%"
2022-04-18	"BF.28"	0	"0%"
2022-04-18	"BF.5"	0	"0%"
2022-04-18	"BF.7"	0	"0%"
2022-04-18	"BF.9"	0	"0%"
2022-04-18	"other lineages"	1	"100%"
2022-04-25	"BA.5.2"	0	"0%"
2022-04-25	"BA.5.2.1"	1	"50%"
2022-04-25	"BA.5.2.13"	0	"0%"
2022-04-25	"BA.5.2.20"	0	"0%"
2022-04-25	"BA.5.2.21"	0	"0%"
2022-04-25	"BA.5.2.22"	0	"0%"
2022-04-25	"BA.5.2.9"	0	"0%"
2022-04-25	"BF.10"	0	"0%"
2022-04-25	"BF.11"	0	"0%"
2022-04-25	"BF.26"	0	"0%"
2022-04-25	"BF.27"	0	"0%"
2022-04-25	"BF.28"	0	"0%"
2022-04-25	"BF.5"	0	"0%"
2022-04-25	"BF.7"	0	"0%"
2022-04-25	"BF.9"	0	"0%"
2022-04-25	"other lineages"	1	"50%"
2022-05-02	"BA.5.2"	1	"100%"
2022-05-02	"BA.5.2.1"	0	"0%"
2022-05-02	"BA.5.2.13"	0	"0%"
2022-05-02	"BA.5.2.20"	0	"0%"
2022-05-02	"BA.5.2.21"	0	"0%"
2022-05-02	"BA.5.2.22"	0	"0%"
2022-05-02	"BA.5.2.9"	0	"0%"
2022-05-02	"BF.10"	0	"0%"
2022-05-02	"BF.11"	0	"0%"
2022-05-02	"BF.26"	0	"0%"
2022-05-02	"BF.27"	0	"0%"
2022-05-02	"BF.28"	0	"0%"
2022-05-02	"BF.5"	0	"0%"
2022-05-02	"BF.7"	0	"0%"
2022-05-02	"BF.9"	0	"0%"
2022-05-02	"other lineages"	0	"0%"
2022-05-09	"BA.5.2"	0	"0%"
2022-05-09	"BA.5.2.1"	1	"33%"
2022-05-09	"BA.5.2.13"	0	"0%"
2022-05-09	"BA.5.2.20"	0	"0%"
2022-05-09	"BA.5.2.21"	0	"0%"
2022-05-09	"BA.5.2.22"	0	"0%"
2022-05-09	"BA.5.2.9"	0	"0%"
2022-05-09	"BF.10"	0	"0%"
2022-05-09	"BF.11"	0	"0%"
2022-05-09	"BF.26"	0	"0%"
2022-05-09	"BF.27"	0	"0%"
2022-05-09	"BF.28"	1	"33%"
2022-05-09	"BF.5"	0	"0%"
2022-05-09	"BF.7"	0	"0%"
2022-05-09	"BF.9"	0	"0%"
2022-05-09	"other lineages"	1	"33%"
2022-05-16	"BA.5.2"	3	"30%"
2022-05-16	"BA.5.2.1"	6	"60%"
2022-05-16	"BA.5.2.13"	0	"0%"
2022-05-16	"BA.5.2.20"	0	"0%"
2022-05-16	"BA.5.2.21"	0	"0%"
2022-05-16	"BA.5.2.22"	0	"0%"
2022-05-16	"BA.5.2.9"	0	"0%"
2022-05-16	"BF.10"	0	"0%"
2022-05-16	"BF.11"	0	"0%"
2022-05-16	"BF.26"	0	"0%"
2022-05-16	"BF.27"	0	"0%"
2022-05-16	"BF.28"	0	"0%"
2022-05-16	"BF.5"	0	"0%"
2022-05-16	"BF.7"	0	"0%"
2022-05-16	"BF.9"	0	"0%"
2022-05-16	"other lineages"	1	"10%"
2022-05-23	"BA.5.2"	3	"9%"
2022-05-23	"BA.5.2.1"	15	"47%"
2022-05-23	"BA.5.2.13"	0	"0%"
2022-05-23	"BA.5.2.20"	0	"0%"
2022-05-23	"BA.5.2.21"	0	"0%"
2022-05-23	"BA.5.2.22"	0	"0%"
2022-05-23	"BA.5.2.9"	2	"6%"
2022-05-23	"BF.10"	2	"6%"
2022-05-23	"BF.11"	0	"0%"
2022-05-23	"BF.26"	0	"0%"
2022-05-23	"BF.27"	0	"0%"
2022-05-23	"BF.28"	2	"6%"
2022-05-23	"BF.5"	0	"0%"
2022-05-23	"BF.7"	0	"0%"
2022-05-23	"BF.9"	1	"3%"
2022-05-23	"other lineages"	7	"22%"
2022-05-30	"BA.5.2"	22	"30%"
2022-05-30	"BA.5.2.1"	21	"29%"
2022-05-30	"BA.5.2.13"	0	"0%"
2022-05-30	"BA.5.2.20"	0	"0%"
2022-05-30	"BA.5.2.21"	0	"0%"
2022-05-30	"BA.5.2.22"	5	"7%"
2022-05-30	"BA.5.2.9"	1	"1%"
2022-05-30	"BF.10"	5	"7%"
2022-05-30	"BF.11"	0	"0%"
2022-05-30	"BF.26"	0	"0%"
2022-05-30	"BF.27"	1	"1%"
2022-05-30	"BF.28"	0	"0%"
2022-05-30	"BF.5"	0	"0%"
2022-05-30	"BF.7"	0	"0%"
2022-05-30	"BF.9"	0	"0%"
2022-05-30	"other lineages"	18	"25%"
2022-06-06	"BA.5.2"	60	"37%"
2022-06-06	"BA.5.2.1"	56	"34%"
2022-06-06	"BA.5.2.13"	0	"0%"
2022-06-06	"BA.5.2.20"	1	"1%"
2022-06-06	"BA.5.2.21"	0	"0%"
2022-06-06	"BA.5.2.22"	1	"1%"
2022-06-06	"BA.5.2.9"	0	"0%"
2022-06-06	"BF.10"	18	"11%"
2022-06-06	"BF.11"	0	"0%"
2022-06-06	"BF.26"	0	"0%"
2022-06-06	"BF.27"	2	"1%"
2022-06-06	"BF.28"	2	"1%"
2022-06-06	"BF.5"	2	"1%"
2022-06-06	"BF.7"	0	"0%"
2022-06-06	"BF.9"	6	"4%"
2022-06-06	"other lineages"	15	"9%"
2022-06-13	"BA.5.2"	47	"18%"
2022-06-13	"BA.5.2.1"	118	"46%"
2022-06-13	"BA.5.2.13"	0	"0%"
2022-06-13	"BA.5.2.20"	5	"2%"
2022-06-13	"BA.5.2.21"	0	"0%"
2022-06-13	"BA.5.2.22"	3	"1%"
2022-06-13	"BA.5.2.9"	3	"1%"
2022-06-13	"BF.10"	22	"9%"
2022-06-13	"BF.11"	0	"0%"
2022-06-13	"BF.26"	2	"1%"
2022-06-13	"BF.27"	2	"1%"
2022-06-13	"BF.28"	4	"2%"
2022-06-13	"BF.5"	8	"3%"
2022-06-13	"BF.7"	0	"0%"
2022-06-13	"BF.9"	11	"4%"
2022-06-13	"other lineages"	32	"12%"
2022-06-20	"BA.5.2"	92	"19%"
2022-06-20	"BA.5.2.1"	221	"44%"
2022-06-20	"BA.5.2.13"	0	"0%"
2022-06-20	"BA.5.2.20"	2	"0%"
2022-06-20	"BA.5.2.21"	5	"1%"
2022-06-20	"BA.5.2.22"	18	"4%"
2022-06-20	"BA.5.2.9"	4	"1%"
2022-06-20	"BF.10"	43	"9%"
2022-06-20	"BF.11"	0	"0%"
2022-06-20	"BF.26"	6	"1%"
2022-06-20	"BF.27"	13	"3%"
2022-06-20	"BF.28"	7	"1%"
2022-06-20	"BF.5"	5	"1%"
2022-06-20	"BF.7"	0	"0%"
2022-06-20	"BF.9"	22	"4%"
2022-06-20	"other lineages"	59	"12%"
2022-06-27	"BA.5.2"	155	"19%"
2022-06-27	"BA.5.2.1"	373	"45%"
2022-06-27	"BA.5.2.13"	0	"0%"
2022-06-27	"BA.5.2.20"	9	"1%"
2022-06-27	"BA.5.2.21"	9	"1%"
2022-06-27	"BA.5.2.22"	29	"4%"
2022-06-27	"BA.5.2.9"	16	"2%"
2022-06-27	"BF.10"	74	"9%"
2022-06-27	"BF.11"	0	"0%"
2022-06-27	"BF.26"	6	"1%"
