"lineage"	"sel_coeff"	"low_CI"	"high_CI"	"size"	"region"	"Highlight"	"reference"
"LA.1"	0.08109568	NA	NA	11	"British Columbia"	0	"JN.1"
"KP.4.1.3"	0.08103721	0	0.19146	17	"Ontario"	0	"JN.1"
"KP.3.5"	0.08090532	0	0.20004	12	"British Columbia"	0	"JN.1"
"KU.2"	0.08043186	0	0.20318	20	"British Columbia"	0	"JN.1"
"KU*"	0.08043186	0	0.20318	20	"British Columbia"	0	"JN.1*"
"KP.2*"	0.0799502	0.05571	0.10419	123	"Quebec"	0	"JN.1*"
"KS.1"	0.07988528	0.05441	0.10536	41	"British Columbia"	0	"JN.1"
"KP.3*"	0.07968097	0.06919	0.09017	742	"British Columbia"	0	"JN.1*"
"KP.3.1.6"	0.07961022	NA	NA	32	"Ontario"	0	"JN.1"
"KP.4.2*"	0.07936547	0.03015	0.12858	19	"Ontario"	0	"JN.1*"
"LB.1.3"	0.07929111	0.04155	0.11703	26	"Ontario"	0	"JN.1"
"KP.3*"	0.07901164	0.02288	0.13515	54	"Newfoundland and Labrador"	0	"JN.1*"
"KS.1.1"	0.07900745	0.05737	0.10065	61	"Ontario"	0	"JN.1"
"KP.1.1.3"	0.078895	0.05709	0.1007	58	"Ontario"	0	"JN.1"
"KS.1*"	0.07877837	0.05268	0.10488	42	"British Columbia"	0	"JN.1*"
"KP.3.2*"	0.07843272	0.0224	0.13447	53	"Newfoundland and Labrador"	0	"JN.1*"
"KP.3.1.1"	0.0784238	0.04913	0.10772	94	"Alberta"	0	"JN.1"
"KP.3.2.3"	0.07821648	0.02206	0.13438	52	"Newfoundland and Labrador"	0	"JN.1"
"LW*"	0.07821648	0.02206	0.13438	52	"Newfoundland and Labrador"	0	"JN.1*"
"LB.1.3*"	0.07809879	0.0445	0.1117	37	"Ontario"	0	"JN.1*"
"MC*"	0.07787493	0.05165	0.1041	95	"Alberta"	0	"JN.1*"
"KP.3.1*"	0.07785414	0.06459	0.09111	551	"Ontario"	0	"JN.1*"
"KP.3.3.3"	0.07746275	NA	NA	18	"Ontario"	0	"JN.1"
"LF*"	0.07708214	0.03886	0.1153	22	"Quebec"	0	"JN.1*"
"LB.1.3"	0.07675835	0.0496	0.10392	24	"British Columbia"	0	"JN.1"
"LB.1.3*"	0.07675835	0.0496	0.10392	24	"British Columbia"	0	"JN.1*"
"LP*"	0.07657646	0.04661	0.10655	36	"Quebec"	0	"JN.1*"
"KP.3.2*"	0.07649807	0.06165	0.09135	176	"British Columbia"	0	"JN.1*"
"KP.2.2"	0.07616539	0.06445	0.08788	155	"Canada"	0	"JN.1"
"KP.1*"	0.07525936	0.06121	0.08931	316	"Ontario"	0	"JN.1*"
"LB.1.3*"	0.07520613	0.06207	0.08834	111	"Canada"	0	"JN.1*"
"KP.3.1"	0.07507633	0.04007	0.11009	21	"Quebec"	0	"JN.1"
"LW*"	0.07479589	0.06096	0.08863	363	"Ontario"	0	"JN.1*"
"JN.1.65.1"	0.07478773	NA	NA	11	"Ontario"	0	"JN.1"
"MF*"	0.07478773	NA	NA	11	"Ontario"	0	"JN.1*"
"KP.4.1"	0.07476227	0.04225	0.10728	16	"Ontario"	0	"JN.1"
"MG*"	0.07459063	0.05712	0.09206	124	"Ontario"	0	"JN.1*"
"KP.3.2.3"	0.0744627	0.06059	0.08833	351	"Ontario"	0	"JN.1"
"MK*"	0.07438871	0.06104	0.08773	94	"Canada"	0	"JN.1*"
"KP.3.3.1"	0.07433556	NA	NA	44	"Canada"	0	"JN.1"
"JN.1.50"	0.07419532	NA	NA	16	"Ontario"	0	"JN.1"
"LF.2"	0.07418506	0.0584	0.08997	70	"Canada"	0	"JN.1"
"KP.3.1*"	0.07404495	0.06757	0.08052	1653	"Canada"	0	"JN.1*"
"KP.3*"	0.07390204	0.05675	0.09105	518	"Quebec"	0	"JN.1*"
"LF.2"	0.07377682	0.03066	0.1169	11	"Ontario"	0	"JN.1"
"JN.1.7*"	0.07351637	0	0.14812	75	"Nova Scotia"	0	"JN.1*"
"KP.1.1.1"	0.07349702	0.05605	0.09095	120	"Ontario"	0	"JN.1"
"KP.1.1*"	0.07349439	0.05954	0.08744	303	"Ontario"	0	"JN.1*"
"LF*"	0.07348149	0.05334	0.09362	60	"British Columbia"	0	"JN.1*"
"JN.1.30*"	0.07309519	0.04075	0.10544	21	"British Columbia"	0	"JN.1*"
"LB.1*"	0.07230625	0.05719	0.08742	240	"Alberta"	0	"JN.1*"
"LB*"	0.07230625	0.05719	0.08742	240	"Alberta"	0	"JN.1*"
"LA*"	0.07222622	0.03011	0.11434	12	"British Columbia"	0	"JN.1*"
"KP.3.2.3"	0.07220018	0.05172	0.09268	86	"Alberta"	0	"JN.1"
"LW*"	0.07220018	0.05172	0.09268	86	"Alberta"	0	"JN.1*"
"KP.3.1.6"	0.07215557	0.05815	0.08616	79	"Canada"	0	"JN.1"
"LB.1.4*"	0.07192925	0.05254	0.09132	80	"Ontario"	0	"JN.1*"
"KP.3.1.4"	0.07153473	0.05103	0.09204	54	"Ontario"	0	"JN.1"
"MM*"	0.07153473	0.05103	0.09204	54	"Ontario"	0	"JN.1*"
"KP.3.1.4"	0.07150358	0.04803	0.09497	56	"Alberta"	0	"JN.1"
"MM*"	0.07150358	0.04803	0.09497	56	"Alberta"	0	"JN.1*"
"KP.1*"	0.07148969	0	0.14332	15	"Nova Scotia"	0	"JN.1*"
"KP.1.1*"	0.07148969	0	0.14332	15	"Nova Scotia"	0	"JN.1*"
"KP.1.1.1"	0.07148969	0	0.14332	15	"Nova Scotia"	0	"JN.1"
"MG*"	0.07148969	0	0.14332	15	"Nova Scotia"	0	"JN.1*"
"LB.1.2"	0.07146113	0.05405	0.08887	39	"Canada"	0	"JN.1"
"LB.1.4"	0.07134992	0.05204	0.09066	79	"Ontario"	0	"JN.1"
"KS.1.1"	0.07133944	0.05848	0.0842	114	"Canada"	0	"JN.1"
"KP.3.1"	0.07087178	0.06316	0.07859	584	"Canada"	0	"JN.1"
"LB.1.3"	0.07080566	0.05709	0.08452	84	"Canada"	0	"JN.1"
"KP.3.1*"	0.07062502	0.05333	0.08792	419	"Quebec"	0	"JN.1*"
"KP.2.3"	0.07058617	0.05512	0.08605	194	"Alberta"	0	"JN.1"
"KP.3"	0.07048745	0.05814	0.08283	242	"British Columbia"	0	"JN.1"
"KP.3"	0.07036942	0.05339	0.08735	147	"Alberta"	0	"JN.1"
"KP.3.2*"	0.07025364	0.05846	0.08205	692	"Ontario"	0	"JN.1*"
"LB.1"	0.07022639	0.05379	0.08666	148	"Alberta"	0	"JN.1"
"KW.1.1*"	0.07018776	0.03621	0.10417	11	"British Columbia"	0	"JN.1*"
"KP.2.2"	0.07004282	0.04381	0.09628	32	"Alberta"	0	"JN.1"
"KP.2.2"	0.07002638	0.04991	0.09014	41	"Ontario"	0	"JN.1"
"JN.1.7"	0.06992412	0	0.14379	51	"Nova Scotia"	0	"JN.1"
"KP.1.1.5"	0.06990267	NA	NA	15	"Ontario"	0	"JN.1"
"LW*"	0.0697737	0.06238	0.07716	630	"Canada"	0	"JN.1*"
"KP.3.3.3"	0.06976366	NA	NA	36	"Canada"	0	"JN.1"
"KP.3.2.3"	0.06951484	0.06212	0.07691	616	"Canada"	0	"JN.1"
"JN.1.9*"	0.06946869	0.06297	0.07596	1047	"Canada"	0	"JN.1*"
"JN.1.9*"	0.06943375	0.05511	0.08376	241	"Alberta"	0	"JN.1*"
"KP.3*"	0.06918353	0.06418	0.07419	4205	"Canada"	0	"JN.1*"
"MM*"	0.06861451	0.05086	0.08637	308	"Quebec"	0	"JN.1*"
"KP.3.1.4"	0.06858066	0.05082	0.08634	307	"Quebec"	0	"JN.1"
"KP.1.2"	0.06846526	0.03422	0.10271	11	"Ontario"	0	"JN.1"
"JN.1.50*"	0.06813242	NA	NA	34	"Canada"	0	"JN.1*"
"KP.1.1.3"	0.06808726	0.03585	0.10033	19	"Quebec"	0	"JN.1"
"KP.3*"	0.06805539	0.05761	0.0785	1207	"Alberta"	0	"JN.1*"
"LP.1*"	0.06769971	0.05577	0.07963	97	"Canada"	0	"JN.1*"
"KP*"	0.06764255	0.05287	0.08241	712	"Quebec"	0	"JN.1*"
"KP.2.3*"	0.06744048	0.053	0.08189	198	"Alberta"	0	"JN.1*"
"LP.1"	0.06738187	0.05542	0.07934	95	"Canada"	0	"JN.1"
"KP.3.2*"	0.06706255	0.06117	0.07295	1597	"Canada"	0	"JN.1*"
"JN.1.4.3"	0.06688536	0	0.13935	11	"Alberta"	0	"JN.1"
"KP.3.1"	0.0667846	0.05268	0.08089	189	"Ontario"	0	"JN.1"
"LP.1"	0.0667169	0.04286	0.09058	37	"British Columbia"	0	"JN.1"
"LP.1*"	0.0667169	0.04286	0.09058	37	"British Columbia"	0	"JN.1*"
"KP.2.15"	0.06657417	0.03941	0.09374	20	"Ontario"	0	"JN.1"
"KP.4.1.3"	0.06654098	0.02441	0.10867	18	"Canada"	0	"JN.1"
"LB.1.7"	0.06649058	0.0058	0.12719	12	"Alberta"	0	"JN.1"
"LB.1.7*"	0.06649058	0.0058	0.12719	12	"Alberta"	0	"JN.1*"
"KP.3.2"	0.06646234	0.05076	0.08216	103	"British Columbia"	0	"JN.1"
"LB.1.1"	0.06631856	0.05334	0.07929	82	"Canada"	0	"JN.1"
"LP*"	0.06619511	0.05697	0.07542	228	"Canada"	0	"JN.1*"
"JN.1.11.1"	0.06616356	0	0.142	18	"Nova Scotia"	0	"JN.1"
"KP.3.3.2"	0.06570591	NA	NA	25	"Canada"	0	"JN.1"
"KP.5"	0.06565493	0.04171	0.0896	17	"Ontario"	0	"JN.1"
"MM*"	0.06563616	0.05802	0.07326	499	"Canada"	0	"JN.1*"
"KP.3.1.4"	0.06552554	0.05791	0.07314	497	"Canada"	0	"JN.1"
"LF.1*"	0.06547801	0.02747	0.10348	11	"British Columbia"	0	"JN.1*"
"JN.1.18*"	0.06534327	0.03817	0.09252	35	"Quebec"	0	"JN.1*"
"KS*"	0.06515083	0.0371	0.09321	29	"Quebec"	0	"JN.1*"
"JN.1.13*"	0.06515083	0.0371	0.09321	29	"Quebec"	0	"JN.1*"
"LB.1.7"	0.06475422	0.04993	0.07958	41	"Canada"	0	"JN.1"
"JN.1.50"	0.06457861	0.04083	0.08833	24	"Canada"	0	"JN.1"
"KP.3.3.3"	0.06442526	0.03558	0.09327	16	"Alberta"	0	"JN.1"
"ML*"	0.06442526	0.03558	0.09327	16	"Alberta"	0	"JN.1*"
"MM*"	0.06422616	0.04602	0.08243	69	"British Columbia"	0	"JN.1*"
"MA*"	0.06406019	0.04503	0.08309	19	"Canada"	0	"JN.1*"
"KW.1*"	0.06393301	0.03334	0.09453	14	"British Columbia"	0	"JN.1*"
"KP*"	0.06391525	0.05515	0.07268	2428	"Ontario"	0	"JN.1*"
"MH*"	0.06377215	NA	NA	13	"Canada"	0	"JN.1*"
"KP.3.1.4"	0.06367236	0.04552	0.08183	68	"British Columbia"	0	"JN.1"
"JN.1.16.1"	0.06335749	0.04223	0.08449	38	"British Columbia"	0	"JN.1"
"KP.1.1.3"	0.06328893	0.05308	0.0735	131	"Canada"	0	"JN.1"
"KP.2*"	0.06322778	0.05277	0.07369	482	"Ontario"	0	"JN.1*"
"LB.1.7*"	0.06299558	0.04912	0.07687	44	"Canada"	0	"JN.1*"
"LF*"	0.0629954	0.05464	0.07135	277	"Canada"	0	"JN.1*"
"LB.1.7"	0.06239501	0.03813	0.08666	13	"Ontario"	0	"JN.1"
"LB.1.7*"	0.06239501	0.03813	0.08666	13	"Ontario"	0	"JN.1*"
"KP*"	0.06216857	0.05779	0.06655	7099	"Canada"	0	"JN.1*"
"KP.1.2"	0.06214374	0.04596	0.07833	36	"Canada"	0	"JN.1"
"KP.3.1*"	0.06207619	0.05073	0.07342	398	"Alberta"	0	"JN.1*"
"JN.1.4*"	0.06200671	0	0.12742	58	"Nova Scotia"	0	"JN.1*"
"KP.3.2"	0.06198192	0.05579	0.06818	927	"Canada"	0	"JN.1"
"LG.1"	0.06145611	NA	NA	13	"Canada"	0	"JN.1"
"KP.3*"	0.06132683	0.05236	0.0703	1558	"Ontario"	0	"JN.1*"
"LF.1.1.1"	0.06109447	0.04218	0.08001	29	"Canada"	0	"JN.1"
"KR.1*"	0.06095463	0.0498	0.07211	108	"Canada"	0	"JN.1*"
"XDV.1"	0.06067446	0.034	0.08735	11	"Ontario"	0	"JN.1"
"JN.1.16*"	0.06062841	0.04757	0.07369	145	"British Columbia"	0	"JN.1*"
"LW.1"	0.06045506	0	0.12642	14	"Canada"	0	"JN.1"
"LF.1*"	0.06044103	0.04626	0.07462	46	"Canada"	0	"JN.1*"
"KP*"	0.06043548	0.05279	0.06808	1417	"British Columbia"	0	"JN.1*"
"KP.3.2"	0.06042084	0.04857	0.07228	313	"Ontario"	0	"JN.1"
"LP*"	0.06028038	0.04009	0.08047	43	"Alberta"	0	"JN.1*"
"LB.1.1"	0.06022744	0.03493	0.08553	20	"Ontario"	0	"JN.1"
"KP.3.2*"	0.060178	0.04938	0.07098	549	"Alberta"	0	"JN.1*"
"KR.1*"	0.05996496	0.02942	0.09051	13	"British Columbia"	0	"JN.1*"
"JN.1.9*"	0.05973809	0.05043	0.06904	390	"British Columbia"	0	"JN.1*"
"KQ*"	0.05947599	0.03294	0.08601	18	"Alberta"	0	"JN.1*"
"LB.1.4*"	0.05923452	0.04858	0.06989	100	"Canada"	0	"JN.1*"
"LB.1.4"	0.05911491	0.04847	0.06976	99	"Canada"	0	"JN.1"
"KP*"	0.05892045	0.0496	0.06824	2209	"Alberta"	0	"JN.1*"
"KP.1.1*"	0.05887257	0.04416	0.07359	114	"Alberta"	0	"JN.1*"
"LG*"	0.05879888	0.03795	0.07965	15	"Canada"	0	"JN.1*"
"KS.1"	0.05873768	0.03212	0.08536	16	"Alberta"	0	"JN.1"
"LZ.1"	0.05833845	0.03433	0.08234	14	"Canada"	0	"JN.1"
"KP.1.1.3"	0.05826655	0.03759	0.07894	36	"Alberta"	0	"JN.1"
"LF*"	0.05803006	0.04166	0.0744	73	"Alberta"	0	"JN.1*"
"KP.3.2"	0.05787023	0.04688	0.06886	454	"Alberta"	0	"JN.1"
"KR.1"	0.05786825	0.02539	0.09034	11	"British Columbia"	0	"JN.1"
"KP.1.1"	0.05763037	0.0429	0.07236	99	"British Columbia"	0	"JN.1"
"KP.1*"	0.05761106	0.04364	0.07158	127	"Alberta"	0	"JN.1*"
"KR.1"	0.05755026	0.04627	0.06884	93	"Canada"	0	"JN.1"
"KQ.1"	0.05748071	0.0245	0.09046	11	"British Columbia"	0	"JN.1"
"KS.1*"	0.05693699	0.03984	0.07403	64	"Alberta"	0	"JN.1*"
"KP.2*"	0.05648955	0.05156	0.06142	1765	"Canada"	0	"JN.1*"
"KP.1*"	0.05645282	0.05044	0.06247	788	"Canada"	0	"JN.1*"
"LF.2"	0.05633968	0.037	0.07568	42	"Alberta"	0	"JN.1"
"KP.3.1"	0.05632782	0.04455	0.06811	232	"Alberta"	0	"JN.1"
"LB.1.1"	0.05627061	0.03742	0.07512	42	"Alberta"	0	"JN.1"
"LQ.1*"	0.05621566	0.03901	0.07342	23	"Canada"	0	"JN.1*"
"LQ.1.1"	0.05613409	0.03738	0.07489	22	"Canada"	0	"JN.1"
"KP.2.4"	0.05609122	0.03005	0.08213	14	"Ontario"	0	"JN.1"
"KP.2"	0.0559145	0.03138	0.08044	38	"Quebec"	0	"JN.1"
"KP.3"	0.05584235	0.04979	0.06189	585	"Canada"	0	"JN.1"
"KP.2.15"	0.05577591	0.03976	0.07179	29	"Canada"	0	"JN.1"
"LB.1.3*"	0.05545769	0.03382	0.07709	25	"Alberta"	0	"JN.1*"
"KP.1.1*"	0.05531561	0.04931	0.06132	745	"Canada"	0	"JN.1*"
"KP.1*"	0.05524175	0.03706	0.07343	67	"Quebec"	0	"JN.1*"
"JN.1.16*"	0.05508673	0.0301	0.08007	35	"Quebec"	0	"JN.1*"
"KW.1.1*"	0.05472762	0.03807	0.07139	25	"Canada"	0	"JN.1*"
"MG*"	0.05436799	0.04677	0.06196	273	"Canada"	0	"JN.1*"
"KP.2.14"	0.0542977	0.03875	0.06985	29	"Canada"	0	"JN.1"
"KP.2.13"	0.05427283	0.0403	0.06824	40	"Canada"	0	"JN.1"
"LZ*"	0.05417651	0.03779	0.07057	26	"Canada"	0	"JN.1*"
"KP.1.1*"	0.05416739	0.03613	0.07221	63	"Quebec"	0	"JN.1*"
"KP.1.1.1"	0.05389316	0.0463	0.06149	268	"Canada"	0	"JN.1"
"KP.5"	0.05386532	0.0418	0.06593	50	"Canada"	0	"JN.1"
"LF.1*"	0.053797	0.03324	0.07435	13	"Ontario"	0	"JN.1*"
"KP.2.16"	0.05375397	0.03156	0.07595	15	"Canada"	0	"JN.1"
"JN.1.18*"	0.0537254	0.03683	0.07062	59	"Ontario"	0	"JN.1*"
"LF.1.1*"	0.05367821	0.0329	0.07445	12	"Ontario"	0	"JN.1*"
"LF*"	0.05364229	0.04001	0.06727	86	"Ontario"	0	"JN.1*"
"KP.2*"	0.053502	0.0446	0.0624	361	"British Columbia"	0	"JN.1*"
"KS.1.1"	0.05329462	0.03545	0.07114	48	"Alberta"	0	"JN.1"
"KP.2*"	0.05296428	0.04292	0.06301	712	"Alberta"	0	"JN.1*"
"XDK"	0.05295094	0	0.13245	29	"Nova Scotia"	0	"JN.1"
"XDK*"	0.05295094	0	0.13245	29	"Nova Scotia"	0	"JN.1*"
"KS.1*"	0.05262018	0.04144	0.0638	292	"Ontario"	0	"JN.1*"
"KU.2"	0.05236084	0.03557	0.06915	26	"Canada"	0	"JN.1"
"JN.1.16.1"	0.05220585	0.04353	0.06088	146	"Canada"	0	"JN.1"
"LF.1"	0.0520285	0.03106	0.073	14	"Canada"	0	"JN.1"
"JN.1.16*"	0.05197956	0.03908	0.06488	101	"Ontario"	0	"JN.1*"
"JN.1.13*"	0.05182251	0.04084	0.0628	338	"Ontario"	0	"JN.1*"
"JN.1.16.1"	0.05180972	0.03265	0.07097	26	"Alberta"	0	"JN.1"
"JN.1.16*"	0.05166776	0.0453	0.05803	467	"Canada"	0	"JN.1*"
"KS*"	0.05162933	0.04067	0.06259	336	"Ontario"	0	"JN.1*"
"KP.1.1"	0.05159997	0.03645	0.06675	67	"Ontario"	0	"JN.1"
"KP.1.1.1"	0.05159662	0.0351	0.06809	50	"Alberta"	0	"JN.1"
"MG*"	0.05159662	0.0351	0.06809	50	"Alberta"	0	"JN.1*"
"KS.1*"	0.05127603	0.0448	0.05775	434	"Canada"	0	"JN.1*"
"JN.1.16*"	0.05081753	0.03789	0.06375	105	"Alberta"	0	"JN.1*"
"LB.1.3"	0.05077307	0.0286	0.07295	18	"Alberta"	0	"JN.1"
"LE.1*"	0.04990878	0.03593	0.06389	33	"Canada"	0	"JN.1*"
"JN.1.18"	0.04974414	0.03053	0.06896	41	"Ontario"	0	"JN.1"
"JN.1.11.1"	0.04901391	0.02176	0.07627	12	"British Columbia"	0	"JN.1"
"JN.1.4.3"	0.04882647	0.0329	0.06476	21	"Canada"	0	"JN.1"
"JN.1.16"	0.04874634	0.03395	0.06354	73	"British Columbia"	0	"JN.1"
"KP.1.1"	0.04807584	0.0402	0.05595	208	"Canada"	0	"JN.1"
"LP*"	0.04799109	0.03173	0.06425	52	"British Columbia"	0	"JN.1*"
"JN.1.16.1"	0.04784446	0.03337	0.06232	56	"Ontario"	0	"JN.1"
"LA.1"	0.04743708	0.0323	0.06258	26	"Canada"	0	"JN.1"
"KP*"	0.0474333	0.00097	0.0939	69	"Newfoundland and Labrador"	0	"JN.1*"
"JN.1.28*"	0.04731445	0.02336	0.07127	13	"Alberta"	0	"JN.1*"
"KW*"	0.04731445	0.02336	0.07127	13	"Alberta"	0	"JN.1*"
"KW.1*"	0.04731445	0.02336	0.07127	13	"Alberta"	0	"JN.1*"
"LE.1"	0.04639189	0.02653	0.06625	22	"Ontario"	0	"JN.1"
"LE.1*"	0.04639189	0.02653	0.06625	22	"Ontario"	0	"JN.1*"
"KP.1.1"	0.04621093	0.02155	0.07087	17	"Quebec"	0	"JN.1"
"KP.2"	0.04619051	0.03579	0.05659	178	"Ontario"	0	"JN.1"
"JN.1.1*"	0.04613515	0.029	0.06327	24	"Ontario"	0	"JN.1*"
"KP.4.2*"	0.04605543	0.0338	0.05831	41	"Canada"	0	"JN.1*"
"JN.1.18*"	0.04597376	0.03823	0.05372	176	"Canada"	0	"JN.1*"
