"Date"	"Lineage"	"Frequency"	"% Frequency"
2023-12-11	"BA.2.86.1"	15	"1%"
2023-12-11	"EG.5.1.1"	29	"1%"
2023-12-11	"EG.5.1.4"	15	"1%"
2023-12-11	"EG.5.1.6"	22	"1%"
2023-12-11	"FL.1.5.1"	15	"1%"
2023-12-11	"HK.13"	5	"0%"
2023-12-11	"HK.26"	8	"0%"
2023-12-11	"HK.3"	76	"4%"
2023-12-11	"HK.3.2"	9	"0%"
2023-12-11	"HK.3.2.1"	13	"1%"
2023-12-11	"HV.1"	478	"22%"
2023-12-11	"HV.1.1"	26	"1%"
2023-12-11	"HV.1.4"	12	"1%"
2023-12-11	"HV.1.5"	8	"0%"
2023-12-11	"HV.1.6.1"	23	"1%"
2023-12-11	"JD.1.1"	69	"3%"
2023-12-11	"JD.1.1.1"	31	"1%"
2023-12-11	"JF.1"	12	"1%"
2023-12-11	"JG.3"	70	"3%"
2023-12-11	"JG.3.1"	11	"1%"
2023-12-11	"JG.3.2"	149	"7%"
2023-12-11	"JN.1"	323	"15%"
2023-12-11	"JN.1.1"	55	"3%"
2023-12-11	"JN.1.11.1"	0	"0%"
2023-12-11	"JN.1.13.1"	0	"0%"
2023-12-11	"JN.1.16"	1	"0%"
2023-12-11	"JN.1.18"	0	"0%"
2023-12-11	"JN.1.19"	2	"0%"
2023-12-11	"JN.1.2"	60	"3%"
2023-12-11	"JN.1.22"	32	"1%"
2023-12-11	"JN.1.4"	65	"3%"
2023-12-11	"JN.1.5"	1	"0%"
2023-12-11	"JN.1.6"	1	"0%"
2023-12-11	"JN.1.7"	0	"0%"
2023-12-11	"JN.1.7.2"	0	"0%"
2023-12-11	"JN.1.8"	5	"0%"
2023-12-11	"JN.1.8.1"	3	"0%"
2023-12-11	"JN.1.9"	6	"0%"
2023-12-11	"JN.2"	53	"2%"
2023-12-11	"JN.2.5"	22	"1%"
2023-12-11	"KC.1"	24	"1%"
2023-12-11	"KL.1"	46	"2%"
2023-12-11	"KL.1.1"	20	"1%"
2023-12-11	"KP.1"	0	"0%"
2023-12-11	"KP.1.1"	0	"0%"
2023-12-11	"KP.2"	0	"0%"
2023-12-11	"other lineages"	326	"15%"
2023-12-11	"XBB.1.16.6"	16	"1%"
2023-12-11	"XDD"	2	"0%"
2023-12-11	"XDK"	0	"0%"
2023-12-11	"XDP"	0	"0%"
2023-12-18	"BA.2.86.1"	26	"1%"
2023-12-18	"EG.5.1.1"	12	"1%"
2023-12-18	"EG.5.1.4"	14	"1%"
2023-12-18	"EG.5.1.6"	13	"1%"
2023-12-18	"FL.1.5.1"	3	"0%"
2023-12-18	"HK.13"	9	"0%"
2023-12-18	"HK.26"	14	"1%"
2023-12-18	"HK.3"	61	"3%"
2023-12-18	"HK.3.2"	3	"0%"
2023-12-18	"HK.3.2.1"	13	"1%"
2023-12-18	"HV.1"	357	"19%"
2023-12-18	"HV.1.1"	18	"1%"
2023-12-18	"HV.1.4"	21	"1%"
2023-12-18	"HV.1.5"	8	"0%"
