"Date"	"Lineage"	"Frequency"	"% Frequency"
2023-09-11	"BA.2.86.1"	0	"0%"
2023-09-11	"DV.7.1"	29	"1%"
2023-09-11	"DV.7.1.2"	2	"0%"
2023-09-11	"EG.5.1"	143	"7%"
2023-09-11	"EG.5.1.1"	312	"15%"
2023-09-11	"EG.5.1.3"	102	"5%"
2023-09-11	"EG.5.1.4"	70	"3%"
2023-09-11	"EG.5.1.6"	44	"2%"
2023-09-11	"EG.5.1.8"	2	"0%"
2023-09-11	"EG.5.1.9"	1	"0%"
2023-09-11	"EG.6.1"	70	"3%"
2023-09-11	"EG.6.1.1"	5	"0%"
2023-09-11	"EG.7"	18	"1%"
2023-09-11	"FL.1.5.1"	163	"8%"
2023-09-11	"FL.1.5.2"	5	"0%"
2023-09-11	"FL.15"	12	"1%"
2023-09-11	"FL.15.1.1"	11	"1%"
2023-09-11	"FU.1"	17	"1%"
2023-09-11	"FU.2.1"	13	"1%"
2023-09-11	"FY.5"	3	"0%"
2023-09-11	"GA.4.1"	3	"0%"
2023-09-11	"GE.1"	27	"1%"
2023-09-11	"GJ.1.2"	36	"2%"
2023-09-11	"GK.1"	2	"0%"
2023-09-11	"GK.1.1"	30	"1%"
2023-09-11	"GK.2"	19	"1%"
2023-09-11	"GK.3.1"	9	"0%"
2023-09-11	"GS.4.1"	5	"0%"
2023-09-11	"HF.1"	1	"0%"
2023-09-11	"HK.1"	9	"0%"
2023-09-11	"HK.3"	30	"1%"
2023-09-11	"HK.3.2"	0	"0%"
2023-09-11	"HK.6"	7	"0%"
2023-09-11	"HR.1"	12	"1%"
2023-09-11	"HV.1"	149	"7%"
2023-09-11	"JD.1.1"	10	"0%"
2023-09-11	"JD.1.1.1"	0	"0%"
2023-09-11	"JF.1"	41	"2%"
2023-09-11	"JG.3"	4	"0%"
2023-09-11	"JN.1"	0	"0%"
2023-09-11	"JN.2"	3	"0%"
2023-09-11	"other lineages"	393	"19%"
2023-09-11	"XBB.1.16"	77	"4%"
2023-09-11	"XBB.1.16.11"	26	"1%"
2023-09-11	"XBB.1.16.15"	20	"1%"
2023-09-11	"XBB.1.16.17"	8	"0%"
2023-09-11	"XBB.1.16.6"	107	"5%"
2023-09-11	"XBB.1.16.8"	24	"1%"
2023-09-11	"XBB.1.16.9"	21	"1%"
2023-09-11	"XBB.1.9.2"	8	"0%"
2023-09-11	"XCH.1"	2	"0%"
2023-09-18	"BA.2.86.1"	0	"0%"
2023-09-18	"DV.7.1"	30	"1%"
2023-09-18	"DV.7.1.2"	12	"0%"
2023-09-18	"EG.5.1"	126	"5%"
2023-09-18	"EG.5.1.1"	361	"13%"
2023-09-18	"EG.5.1.3"	134	"5%"
2023-09-18	"EG.5.1.4"	70	"3%"
2023-09-18	"EG.5.1.6"	59	"2%"
2023-09-18	"EG.5.1.8"	6	"0%"
2023-09-18	"EG.5.1.9"	9	"0%"
2023-09-18	"EG.6.1"	70	"3%"
2023-09-18	"EG.6.1.1"	0	"0%"
2023-09-18	"EG.7"	10	"0%"
2023-09-18	"FL.1.5.1"	167	"6%"
2023-09-18	"FL.1.5.2"	2	"0%"
2023-09-18	"FL.15"	9	"0%"
2023-09-18	"FL.15.1.1"	1	"0%"
2023-09-18	"FU.1"	17	"1%"
2023-09-18	"FU.2.1"	11	"0%"
2023-09-18	"FY.5"	3	"0%"
2023-09-18	"GA.4.1"	3	"0%"
2023-09-18	"GE.1"	17	"1%"
2023-09-18	"GJ.1.2"	67	"2%"
2023-09-18	"GK.1"	3	"0%"
2023-09-18	"GK.1.1"	64	"2%"
2023-09-18	"GK.2"	12	"0%"
2023-09-18	"GK.3.1"	17	"1%"
2023-09-18	"GS.4.1"	9	"0%"
2023-09-18	"HF.1"	4	"0%"
2023-09-18	"HK.1"	20	"1%"
2023-09-18	"HK.3"	69	"3%"
2023-09-18	"HK.3.2"	2	"0%"
2023-09-18	"HK.6"	8	"0%"
2023-09-18	"HR.1"	26	"1%"
2023-09-18	"HV.1"	274	"10%"
2023-09-18	"JD.1.1"	36	"1%"
2023-09-18	"JD.1.1.1"	0	"0%"
2023-09-18	"JF.1"	61	"2%"
