"Date"	"Lineage"	"Frequency"	"% Frequency"
2024-05-13	"JN.1.16.1"	13	"1%"
2024-05-13	"JN.1.7"	28	"3%"
2024-05-13	"KP.1.1"	23	"3%"
2024-05-13	"KP.1.1.1"	31	"4%"
2024-05-13	"KP.1.1.3"	10	"1%"
2024-05-13	"KP.2"	46	"5%"
2024-05-13	"KP.2.2"	6	"1%"
2024-05-13	"KP.2.3"	25	"3%"
2024-05-13	"KP.3"	42	"5%"
2024-05-13	"KP.3.1"	43	"5%"
2024-05-13	"KP.3.1.1"	0	"0%"
2024-05-13	"KP.3.1.4"	58	"7%"
2024-05-13	"KP.3.2"	75	"9%"
2024-05-13	"KP.3.2.3"	30	"3%"
2024-05-13	"KP.3.3"	3	"0%"
2024-05-13	"KS.1"	26	"3%"
2024-05-13	"KS.1.1"	13	"1%"
2024-05-13	"LB.1"	36	"4%"
2024-05-13	"LB.1.3"	5	"1%"
2024-05-13	"LB.1.4"	19	"2%"
2024-05-13	"LB.1.7"	0	"0%"
2024-05-13	"LP.1"	24	"3%"
2024-05-13	"MC.10"	0	"0%"
2024-05-13	"MC.13"	0	"0%"
2024-05-13	"MC.16"	0	"0%"
2024-05-13	"other lineages"	321	"37%"
2024-05-20	"JN.1.16.1"	14	"2%"
2024-05-20	"JN.1.7"	20	"2%"
2024-05-20	"KP.1.1"	25	"3%"
2024-05-20	"KP.1.1.1"	17	"2%"
2024-05-20	"KP.1.1.3"	11	"1%"
2024-05-20	"KP.2"	82	"10%"
2024-05-20	"KP.2.2"	10	"1%"
2024-05-20	"KP.2.3"	42	"5%"
2024-05-20	"KP.3"	60	"7%"
2024-05-20	"KP.3.1"	29	"3%"
2024-05-20	"KP.3.1.1"	1	"0%"
2024-05-20	"KP.3.1.4"	38	"4%"
2024-05-20	"KP.3.2"	66	"8%"
2024-05-20	"KP.3.2.3"	50	"6%"
2024-05-20	"KP.3.3"	5	"1%"
2024-05-20	"KS.1"	39	"5%"
2024-05-20	"KS.1.1"	23	"3%"
2024-05-20	"LB.1"	62	"7%"
2024-05-20	"LB.1.3"	7	"1%"
2024-05-20	"LB.1.4"	0	"0%"
2024-05-20	"LB.1.7"	3	"0%"
2024-05-20	"LP.1"	3	"0%"
2024-05-20	"MC.10"	0	"0%"
2024-05-20	"MC.13"	0	"0%"
2024-05-20	"MC.16"	0	"0%"
2024-05-20	"other lineages"	256	"30%"
2024-05-27	"JN.1.16.1"	12	"1%"
2024-05-27	"JN.1.7"	25	"3%"
2024-05-27	"KP.1.1"	18	"2%"
2024-05-27	"KP.1.1.1"	16	"2%"
2024-05-27	"KP.1.1.3"	15	"2%"
2024-05-27	"KP.2"	67	"8%"
2024-05-27	"KP.2.2"	9	"1%"
2024-05-27	"KP.2.3"	49	"6%"
2024-05-27	"KP.3"	68	"8%"
2024-05-27	"KP.3.1"	45	"5%"
2024-05-27	"KP.3.1.1"	5	"1%"
2024-05-27	"KP.3.1.4"	33	"4%"
2024-05-27	"KP.3.2"	85	"10%"
2024-05-27	"KP.3.2.3"	35	"4%"
2024-05-27	"KP.3.3"	26	"3%"
2024-05-27	"KS.1"	18	"2%"
2024-05-27	"KS.1.1"	17	"2%"
2024-05-27	"LB.1"	72	"8%"
2024-05-27	"LB.1.3"	8	"1%"
2024-05-27	"LB.1.4"	1	"0%"
2024-05-27	"LB.1.7"	1	"0%"
2024-05-27	"LP.1"	3	"0%"
2024-05-27	"MC.10"	0	"0%"
2024-05-27	"MC.13"	0	"0%"
2024-05-27	"MC.16"	0	"0%"
2024-05-27	"other lineages"	241	"28%"
2024-06-03	"JN.1.16.1"	9	"1%"
2024-06-03	"JN.1.7"	22	"2%"
2024-06-03	"KP.1.1"	11	"1%"
2024-06-03	"KP.1.1.1"	24	"2%"
2024-06-03	"KP.1.1.3"	13	"1%"
2024-06-03	"KP.2"	86	"9%"
2024-06-03	"KP.2.2"	13	"1%"
2024-06-03	"KP.2.3"	78	"8%"
2024-06-03	"KP.3"	68	"7%"
2024-06-03	"KP.3.1"	62	"6%"
2024-06-03	"KP.3.1.1"	11	"1%"
2024-06-03	"KP.3.1.4"	44	"5%"
2024-06-03	"KP.3.2"	73	"7%"
2024-06-03	"KP.3.2.3"	57	"6%"
2024-06-03	"KP.3.3"	26	"3%"
2024-06-03	"KS.1"	19	"2%"
2024-06-03	"KS.1.1"	15	"2%"
2024-06-03	"LB.1"	78	"8%"
2024-06-03	"LB.1.3"	5	"1%"
2024-06-03	"LB.1.4"	14	"1%"
2024-06-03	"LB.1.7"	3	"0%"
2024-06-03	"LP.1"	1	"0%"
2024-06-03	"MC.10"	0	"0%"
2024-06-03	"MC.13"	0	"0%"
2024-06-03	"MC.16"	0	"0%"
2024-06-03	"other lineages"	243	"25%"
2024-06-10	"JN.1.16.1"	14	"1%"
2024-06-10	"JN.1.7"	13	"1%"
2024-06-10	"KP.1.1"	6	"1%"
2024-06-10	"KP.1.1.1"	32	"3%"
2024-06-10	"KP.1.1.3"	10	"1%"
2024-06-10	"KP.2"	46	"5%"
2024-06-10	"KP.2.2"	28	"3%"
2024-06-10	"KP.2.3"	87	"9%"
2024-06-10	"KP.3"	72	"7%"
2024-06-10	"KP.3.1"	55	"6%"
2024-06-10	"KP.3.1.1"	18	"2%"
2024-06-10	"KP.3.1.4"	26	"3%"
2024-06-10	"KP.3.2"	86	"9%"
2024-06-10	"KP.3.2.3"	77	"8%"
2024-06-10	"KP.3.3"	39	"4%"
2024-06-10	"KS.1"	22	"2%"
2024-06-10	"KS.1.1"	18	"2%"
2024-06-10	"LB.1"	99	"10%"
2024-06-10	"LB.1.3"	13	"1%"
2024-06-10	"LB.1.4"	5	"1%"
2024-06-10	"LB.1.7"	4	"0%"
2024-06-10	"LP.1"	7	"1%"
2024-06-10	"MC.10"	0	"0%"
2024-06-10	"MC.13"	0	"0%"
2024-06-10	"MC.16"	0	"0%"
2024-06-10	"other lineages"	220	"22%"
2024-06-17	"JN.1.16.1"	17	"2%"
2024-06-17	"JN.1.7"	6	"1%"
