"Date"	"Lineage"	"Frequency"	"% Frequency"
2024-01-29	"JG.3.2"	25	"2%"
2024-01-29	"JN.1"	483	"38%"
2024-01-29	"JN.1.1"	58	"5%"
2024-01-29	"JN.1.11.1"	0	"0%"
2024-01-29	"JN.1.13.1"	0	"0%"
2024-01-29	"JN.1.16"	3	"0%"
2024-01-29	"JN.1.18"	4	"0%"
2024-01-29	"JN.1.2"	32	"2%"
2024-01-29	"JN.1.22"	82	"6%"
2024-01-29	"JN.1.31"	43	"3%"
2024-01-29	"JN.1.32"	1	"0%"
2024-01-29	"JN.1.39"	13	"1%"
2024-01-29	"JN.1.4"	132	"10%"
2024-01-29	"JN.1.4.5"	43	"3%"
2024-01-29	"JN.1.7"	26	"2%"
2024-01-29	"JN.1.7.2"	5	"0%"
2024-01-29	"JN.1.8.1"	39	"3%"
2024-01-29	"JN.1.9"	14	"1%"
2024-01-29	"JN.2.5"	65	"5%"
2024-01-29	"KP.1.1"	0	"0%"
2024-01-29	"KP.2"	0	"0%"
2024-01-29	"KP.3"	0	"0%"
2024-01-29	"KS.1"	0	"0%"
2024-01-29	"other lineages"	204	"16%"
2024-01-29	"XDK.1"	0	"0%"
2024-01-29	"XDP"	11	"1%"
2024-02-05	"JG.3.2"	19	"2%"
2024-02-05	"JN.1"	416	"38%"
2024-02-05	"JN.1.1"	36	"3%"
2024-02-05	"JN.1.11.1"	0	"0%"
2024-02-05	"JN.1.13.1"	0	"0%"
2024-02-05	"JN.1.16"	0	"0%"
2024-02-05	"JN.1.18"	2	"0%"
2024-02-05	"JN.1.2"	22	"2%"
2024-02-05	"JN.1.22"	89	"8%"
2024-02-05	"JN.1.31"	45	"4%"
2024-02-05	"JN.1.32"	4	"0%"
2024-02-05	"JN.1.39"	15	"1%"
2024-02-05	"JN.1.4"	140	"13%"
2024-02-05	"JN.1.4.5"	44	"4%"
2024-02-05	"JN.1.7"	17	"2%"
2024-02-05	"JN.1.7.2"	5	"0%"
2024-02-05	"JN.1.8.1"	38	"3%"
2024-02-05	"JN.1.9"	9	"1%"
2024-02-05	"JN.2.5"	39	"4%"
2024-02-05	"KP.1.1"	0	"0%"
2024-02-05	"KP.2"	0	"0%"
2024-02-05	"KP.3"	0	"0%"
2024-02-05	"KS.1"	0	"0%"
2024-02-05	"other lineages"	162	"15%"
2024-02-05	"XDK.1"	0	"0%"
2024-02-05	"XDP"	7	"1%"
2024-02-12	"JG.3.2"	11	"1%"
2024-02-12	"JN.1"	320	"37%"
2024-02-12	"JN.1.1"	37	"4%"
2024-02-12	"JN.1.11.1"	3	"0%"
2024-02-12	"JN.1.13.1"	3	"0%"
2024-02-12	"JN.1.16"	3	"0%"
2024-02-12	"JN.1.18"	3	"0%"
2024-02-12	"JN.1.2"	13	"1%"
2024-02-12	"JN.1.22"	30	"3%"
2024-02-12	"JN.1.31"	27	"3%"
2024-02-12	"JN.1.32"	6	"1%"
2024-02-12	"JN.1.39"	16	"2%"
2024-02-12	"JN.1.4"	153	"18%"
2024-02-12	"JN.1.4.5"	34	"4%"
2024-02-12	"JN.1.7"	21	"2%"
2024-02-12	"JN.1.7.2"	2	"0%"
2024-02-12	"JN.1.8.1"	44	"5%"
2024-02-12	"JN.1.9"	17	"2%"
2024-02-12	"JN.2.5"	19	"2%"
2024-02-12	"KP.1.1"	1	"0%"
2024-02-12	"KP.2"	1	"0%"
2024-02-12	"KP.3"	0	"0%"
2024-02-12	"KS.1"	0	"0%"
2024-02-12	"other lineages"	106	"12%"
2024-02-12	"XDK.1"	0	"0%"
2024-02-12	"XDP"	4	"0%"
2024-02-19	"JG.3.2"	7	"1%"
2024-02-19	"JN.1"	367	"37%"
2024-02-19	"JN.1.1"	34	"3%"
2024-02-19	"JN.1.11.1"	2	"0%"
2024-02-19	"JN.1.13.1"	4	"0%"
2024-02-19	"JN.1.16"	0	"0%"
2024-02-19	"JN.1.18"	7	"1%"
2024-02-19	"JN.1.2"	15	"2%"
2024-02-19	"JN.1.22"	28	"3%"
2024-02-19	"JN.1.31"	32	"3%"
2024-02-19	"JN.1.32"	8	"1%"
2024-02-19	"JN.1.39"	14	"1%"
2024-02-19	"JN.1.4"	175	"18%"
2024-02-19	"JN.1.4.5"	32	"3%"
2024-02-19	"JN.1.7"	40	"4%"
2024-02-19	"JN.1.7.2"	9	"1%"
2024-02-19	"JN.1.8.1"	59	"6%"
2024-02-19	"JN.1.9"	9	"1%"
2024-02-19	"JN.2.5"	19	"2%"
2024-02-19	"KP.1.1"	2	"0%"
2024-02-19	"KP.2"	0	"0%"
2024-02-19	"KP.3"	0	"0%"
2024-02-19	"KS.1"	0	"0%"
2024-02-19	"other lineages"	122	"12%"
2024-02-19	"XDK.1"	2	"0%"
2024-02-19	"XDP"	6	"1%"
2024-02-26	"JG.3.2"	16	"2%"
2024-02-26	"JN.1"	267	"34%"
2024-02-26	"JN.1.1"	24	"3%"
2024-02-26	"JN.1.11.1"	11	"1%"
2024-02-26	"JN.1.13.1"	3	"0%"
2024-02-26	"JN.1.16"	3	"0%"
2024-02-26	"JN.1.18"	4	"1%"
2024-02-26	"JN.1.2"	30	"4%"
